name,location,cuisine,cost_for_two,rating,restaurant_id,is_active,source_updated_at,ingested_at,budget_tier
Biriyani Adda,Bellandur,"Biryani, Fast Food",350.0,3.2,gen_49007,True,,2026-05-15T17:50:27,low
Punjab Junction,Whitefield,North Indian,350.0,3.2,gen_50588,True,,2026-05-15T17:50:27,low
Biriyani House,Whitefield,"Andhra, Biryani",350.0,3.2,gen_50696,True,,2026-05-15T17:50:27,low
Sri Krishna Sagar,Banashankari,"North Indian, Chinese",400.0,3.2,gen_349,True,,2026-05-15T17:50:27,low
Sher-E-Punjab,BTM,"North Indian, Chinese",400.0,3.2,gen_1018,True,,2026-05-15T17:50:27,low
Food Ka Masti,Bannerghatta Road,"North Indian, Chinese, South Indian",400.0,3.2,gen_1055,True,,2026-05-15T17:50:27,low
TFI - The Fresh Ice Cream,Bannerghatta Road,"Ice Cream, Beverages",400.0,3.2,gen_1383,True,,2026-05-15T17:50:27,low
Hotel Annapoorna,Bannerghatta Road,"South Indian, Chinese, North Indian, Seafood",400.0,3.2,gen_1444,True,,2026-05-15T17:50:27,low
Shiv Sai,Bannerghatta Road,North Indian,400.0,3.2,gen_1597,True,,2026-05-15T17:50:27,low
Just Bake,Bannerghatta Road,"Bakery, Desserts",400.0,3.2,gen_1858,True,,2026-05-15T17:50:27,low
Pizza Da Dhaba,Bannerghatta Road,"Fast Food, Pizza",400.0,3.2,gen_2144,True,,2026-05-15T17:50:27,low
Suchi Ruchi Veg & Non Veg Resturant,Bannerghatta Road,"South Indian, North Indian",400.0,3.2,gen_2190,True,,2026-05-15T17:50:27,low
Garage Pizza,Basavanagudi,Pizza,400.0,3.2,gen_2977,True,,2026-05-15T17:50:27,low
Adithya,Jayanagar,"North Indian, Chinese",400.0,3.2,gen_3073,True,,2026-05-15T17:50:27,low
Sk Grand Hotel,Jayanagar,South Indian,400.0,3.2,gen_3161,True,,2026-05-15T17:50:27,low
Hotel Anand Vihar,City Market,"North Indian, Chinese",400.0,3.2,gen_3628,True,,2026-05-15T17:50:27,low
Aapni Rasoi,Bellandur,North Indian,400.0,3.2,gen_4116,True,,2026-05-15T17:50:27,low
T.A.K - That Affordable Kitchen,HSR,"Continental, North Indian",400.0,3.2,gen_4168,True,,2026-05-15T17:50:27,low
Khan Saheb Grills And Rolls,Sarjapur Road,"Biryani, Fast Food, Rolls",400.0,3.2,gen_4204,True,,2026-05-15T17:50:27,low
Savi Sagar,Bellandur,"North Indian, South Indian, Chinese",400.0,3.2,gen_4345,True,,2026-05-15T17:50:27,low
The Milkshake Theory,Lavelle Road,"Beverages, Fast Food",400.0,3.2,gen_5165,True,,2026-05-15T17:50:27,low
Shree Sadguru Refreshment,Ulsoor,"South Indian, Chinese",400.0,3.2,gen_5779,True,,2026-05-15T17:50:27,low
Dasaprakash Cafe,MG Road,Cafe,400.0,3.2,gen_6321,True,,2026-05-15T17:50:27,low
Galaxy 2 Restaurant,Shivajinagar,"North Indian, Chinese, Kerala, Arabian",400.0,3.2,gen_6528,True,,2026-05-15T17:50:27,low
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Delight,Marathahalli,"Cafe, Italian",400.0,3.2,gen_6807,True,,2026-05-15T17:50:27,low
Dabba Gosht,"Varthur Main Road, Whitefield","Arabian, Middle Eastern",400.0,3.2,gen_6835,True,,2026-05-15T17:50:27,low
Skandas Veg Restaurant,Brookefield,"South Indian, North Indian",400.0,3.2,gen_6990,True,,2026-05-15T17:50:27,low
Andhra Spices,Brookefield,"Andhra, Chinese, South Indian",400.0,3.2,gen_6999,True,,2026-05-15T17:50:27,low
Special Biryani House,Whitefield,"North Indian, Biryani, Chinese",400.0,3.2,gen_7097,True,,2026-05-15T17:50:27,low
Karavalli Food Court,Whitefield,South Indian,400.0,3.2,gen_7217,True,,2026-05-15T17:50:27,low
Andhra Box,Marathahalli,"Andhra, Biryani, Chinese",400.0,3.2,gen_7222,True,,2026-05-15T17:50:27,low
Indian Highway Restaurant,Marathahalli,"North Indian, Chinese, Fast Food",400.0,3.2,gen_7267,True,,2026-05-15T17:50:27,low
MK Dabbawala,Brookefield,North Indian,400.0,3.2,gen_7381,True,,2026-05-15T17:50:27,low
Visantoe,Whitefield,Fast Food,400.0,3.2,gen_7422,True,,2026-05-15T17:50:27,low
The North and South Restaurant,Whitefield,"North Indian, Chinese, South Indian",400.0,3.2,gen_7648,True,,2026-05-15T17:50:27,low
Donne Biriyani House,HSR,"Biryani, South Indian",400.0,3.2,gen_8528,True,,2026-05-15T17:50:27,low
HSR Agarval Bhavan,HSR,"South Indian, Street Food, Fast Food, Desserts, Beverages",400.0,3.2,gen_8561,True,,2026-05-15T17:50:27,low
Prakruthi Restaurant,Bommanahalli,"Andhra, North Indian",400.0,3.2,gen_10083,True,,2026-05-15T17:50:27,low
Kolkata Kitchen,Electronic City,"North Indian, Fast Food, Biryani",400.0,3.2,gen_13464,True,,2026-05-15T17:50:27,low
Andhra Spicy Food Court,Electronic City,"Andhra, Biryani",400.0,3.2,gen_13554,True,,2026-05-15T17:50:27,low
Bhukkads,Electronic City,"Chinese, North Eastern",400.0,3.2,gen_13576,True,,2026-05-15T17:50:27,low
Just Bake,Electronic City,"Bakery, Desserts",400.0,3.2,gen_13675,True,,2026-05-15T17:50:27,low
Cake Dilim,Electronic City,"Bakery, Desserts",400.0,3.2,gen_13771,True,,2026-05-15T17:50:27,low
MK Dabbawala,Electronic City,North Indian,400.0,3.2,gen_13826,True,,2026-05-15T17:50:27,low
Domino's Pizza,Electronic City,"Pizza, Fast Food",400.0,3.2,gen_14298,True,,2026-05-15T17:50:27,low
Daafoodies,Electronic City,Kerala,400.0,3.2,gen_14490,True,,2026-05-15T17:50:27,low
Delhi Pizza House,Electronic City,"Pizza, American",400.0,3.2,gen_14524,True,,2026-05-15T17:50:27,low
Lychees Restaurant,Frazer Town,Fast Food,400.0,3.2,gen_15124,True,,2026-05-15T17:50:27,low
Donne Biriyani Mane,HSR,"Biryani, Kebab",400.0,3.2,gen_16028,True,,2026-05-15T17:50:27,low
Cake Menu,Bommanahalli,Bakery,400.0,3.2,gen_16570,True,,2026-05-15T17:50:27,low
New Punjabi Hotel,Old Airport Road,"North Indian, Chinese",400.0,3.2,gen_17690,True,,2026-05-15T17:50:27,low
Andhra Mess,Domlur,"Andhra, Biryani, Chinese",400.0,3.2,gen_17728,True,,2026-05-15T17:50:27,low
La Mirch,Indiranagar,"North Indian, Kashmiri",400.0,3.2,gen_18243,True,,2026-05-15T17:50:27,low
Chilli N Chicken,JP Nagar,Andhra,400.0,3.2,gen_20567,True,,2026-05-15T17:50:27,low
Pappu Da Dhaba,Jayanagar,"North Indian, Fast Food, Beverages, Momos",400.0,3.2,gen_21273,True,,2026-05-15T17:50:27,low
Janatha Cafe,Hennur,"South Indian, Kerala",400.0,3.2,gen_24001,True,,2026-05-15T17:50:27,low
Silver Spoon Restaurant,Hennur,"North Indian, Chinese, Continental",400.0,3.2,gen_24375,True,,2026-05-15T17:50:27,low
Sai Bhavan Veg & Non Veg,Banaswadi,"Mughlai, Chinese, South Indian",400.0,3.2,gen_24576,True,,2026-05-15T17:50:27,low
Delly Belly,Koramangala 6th Block,"North Indian, Mughlai",400.0,3.2,gen_27998,True,,2026-05-15T17:50:27,low
Keventers,Koramangala 7th Block,"Desserts, Beverages, Ice Cream",400.0,3.2,gen_36412,True,,2026-05-15T17:50:27,low
Aubree,Shivajinagar,"Cafe, Bakery",400.0,3.2,gen_37778,True,,2026-05-15T17:50:27,low
The Timber Times Cafe,Malleshwaram,Cafe,400.0,3.2,gen_39436,True,,2026-05-15T17:50:27,low
Maddy's Katti Cafe,Rajajinagar,"Fast Food, Beverages",400.0,3.2,gen_39556,True,,2026-05-15T17:50:27,low
NOC Cafe & Catering,New BEL Road,"North Indian, Fast Food",400.0,3.2,gen_39731,True,,2026-05-15T17:50:27,low
SGS Non Veg - Gundu Pulav,Malleshwaram,"Biryani, Fast Food",400.0,3.2,gen_39821,True,,2026-05-15T17:50:27,low
Chikpet Donne Biriyani Corner,Basaveshwara Nagar,"Biryani, Kebab",400.0,3.2,gen_39822,True,,2026-05-15T17:50:27,low
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Delight,Marathahalli,"Cafe, Italian",400.0,3.2,gen_40554,True,,2026-05-15T17:50:27,low
La Mirch,Marathahalli,"North Indian, Kashmiri",400.0,3.2,gen_40745,True,,2026-05-15T17:50:27,low
Sree Saravana Bhavan,Marathahalli,South Indian,400.0,3.2,gen_40788,True,,2026-05-15T17:50:27,low
MK Dabbawala,Marathahalli,North Indian,400.0,3.2,gen_40794,True,,2026-05-15T17:50:27,low
Longlive Pizza,Kaggadasapura,"Pizza, Fast Food",400.0,3.2,gen_41001,True,,2026-05-15T17:50:27,low
Dodda Mane Donne Biryani,Brookefield,"North Indian, Mughlai, Chinese",400.0,3.2,gen_41041,True,,2026-05-15T17:50:27,low
The French Loaf,Marathahalli,"Bakery, Desserts, Sandwich",400.0,3.2,gen_41465,True,,2026-05-15T17:50:27,low
Chicken County,New BEL Road,"Chinese, North Indian",400.0,3.2,gen_44070,True,,2026-05-15T17:50:27,low
New Shanthi Sagar,Sahakara Nagar,"South Indian, North Indian, Chinese",400.0,3.2,gen_44102,True,,2026-05-15T17:50:27,low
Amrita Nadia Sweets,Jalahalli,Mithai,400.0,3.2,gen_44374,True,,2026-05-15T17:50:27,low
Gowdru Mane Bhaduta,Rajajinagar,"North Indian, South Indian",400.0,3.2,gen_46505,True,,2026-05-15T17:50:27,low
Shradhi Lunch Home,Rajajinagar,"Mughlai, North Indian, Chinese",400.0,3.2,gen_46511,True,,2026-05-15T17:50:27,low
4 States,Bellandur,South Indian,400.0,3.2,gen_49990,True,,2026-05-15T17:50:27,low
Taste Of India Family Restaurant,Whitefield,"North Indian, South Indian",400.0,3.2,gen_50390,True,,2026-05-15T17:50:27,low
Punjabi Tadka,Whitefield,"North Indian, Chinese",400.0,3.2,gen_50735,True,,2026-05-15T17:50:27,low
Jalsa Adda,Whitefield,"North Indian, South Indian, Arabian",400.0,3.2,gen_51366,True,,2026-05-15T17:50:27,low
Day N Night Kitchen,BTM,"Biryani, Chinese, North Indian",450.0,3.2,gen_1739,True,,2026-05-15T17:50:27,low
Shanghai Times,Bannerghatta Road,"Chinese, Asian",450.0,3.2,gen_2160,True,,2026-05-15T17:50:27,low
FreshMenu,Marathahalli,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0,3.2,gen_3808,True,,2026-05-15T17:50:27,low
KFC,Sarjapur Road,"Burger, Fast Food",450.0,3.2,gen_3864,True,,2026-05-15T17:50:27,low
New Kudla Family Resturant,MG Road,"North Indian, Chinese",450.0,3.2,gen_5583,True,,2026-05-15T17:50:27,low
New Kohinoor Hotel,Commercial Street,North Indian,450.0,3.2,gen_5729,True,,2026-05-15T17:50:27,low
FreshMenu,Whitefield,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0,3.2,gen_6938,True,,2026-05-15T17:50:27,low
Food Point,Whitefield,North Indian,450.0,3.2,gen_7192,True,,2026-05-15T17:50:27,low
Cake 24x7,Whitefield,"Bakery, Desserts",450.0,3.2,gen_7385,True,,2026-05-15T17:50:27,low
Tandoor Hub & Golmaal Paratha,BTM,North Indian,450.0,3.2,gen_9667,True,,2026-05-15T17:50:27,low
New Food Magic,Electronic City,"Andhra, Chinese, North Indian, South Indian",450.0,3.2,gen_13584,True,,2026-05-15T17:50:27,low
Salt And Spice,Electronic City,"North Indian, Kerala",450.0,3.2,gen_13733,True,,2026-05-15T17:50:27,low
Dilli 6,Electronic City,"North Indian, Chinese",450.0,3.2,gen_13824,True,,2026-05-15T17:50:27,low
Ambur Biryani,HSR,"South Indian, Fast Food",450.0,3.2,gen_16130,True,,2026-05-15T17:50:27,low
Spices,CV Raman Nagar,"South Indian, North Indian, Chinese, Biryani",450.0,3.2,gen_18044,True,,2026-05-15T17:50:27,low
SHAIK's DYNASTY,Kammanahalli,"North Indian, Chinese",450.0,3.2,gen_24418,True,,2026-05-15T17:50:27,low
Chicken Corner,Majestic,"North Indian, Chinese, Mughlai",450.0,3.2,gen_38367,True,,2026-05-15T17:50:27,low
Race Course Restaurant,Rajajinagar,"Chinese, North Indian, South Indian",450.0,3.2,gen_39730,True,,2026-05-15T17:50:27,low
Udupi Grand Veg,Marathahalli,South Indian,450.0,3.2,gen_40618,True,,2026-05-15T17:50:27,low
UBQ By Barbeque Nation,Marathahalli,"North Indian, BBQ, Biryani, Kebab",450.0,3.2,gen_40969,True,,2026-05-15T17:50:27,low
Savi Sagar,Rajajinagar,"South Indian, Chinese, North Indian",450.0,3.2,gen_46264,True,,2026-05-15T17:50:27,low
Swathi Delux,Majestic,"North Indian, Chinese, Andhra",450.0,3.2,gen_46598,True,,2026-05-15T17:50:27,low
Folklore Restaurant,Sarjapur Road,"North Indian, South Indian, Kerala, Seafood",450.0,3.2,gen_49010,True,,2026-05-15T17:50:27,low
Hearts Unlock Cafe,BTM,"Cafe, Healthy Food",500.0,3.2,gen_922,True,,2026-05-15T17:50:27,low
Hyderabadi Bawarchi,Bannerghatta Road,"North Indian, Chinese, Biryani",500.0,3.2,gen_1031,True,,2026-05-15T17:50:27,low
Jhasaa,BTM,"Seafood, Salad, North Indian, Biryani, Chinese",500.0,3.2,gen_1675,True,,2026-05-15T17:50:27,low
Odians,Marathahalli,"North Indian, Chinese, Oriya",500.0,3.2,gen_3816,True,,2026-05-15T17:50:27,low
Amrutha Grand Restaurant,Sarjapur Road,"North Indian, Biryani, Chinese",500.0,3.2,gen_4045,True,,2026-05-15T17:50:27,low
Yummy Punjabi Delight,Bellandur,North Indian,500.0,3.2,gen_4308,True,,2026-05-15T17:50:27,low
Mast Biryani - Fresh Indian Kitchen,Bellandur,"Biryani, North Indian, Mughlai, Fast Food",500.0,3.2,gen_4324,True,,2026-05-15T17:50:27,low
Burger Crush,Sarjapur Road,Fast Food,500.0,3.2,gen_4374,True,,2026-05-15T17:50:27,low
Refresh,Brookefield,"Cafe, Beverages",500.0,3.2,gen_6780,True,,2026-05-15T17:50:27,low
FIFA Cafe,Marathahalli,"Cafe, Beverages",500.0,3.2,gen_6806,True,,2026-05-15T17:50:27,low
Chatpata,Brookefield,Street Food,500.0,3.2,gen_6998,True,,2026-05-15T17:50:27,low
Kaayal,Brookefield,"Kerala, Chinese",500.0,3.2,gen_7496,True,,2026-05-15T17:50:27,low
Biryani Pot,Marathahalli,Biryani,500.0,3.2,gen_7652,True,,2026-05-15T17:50:27,low
Nawab-E-Khana,BTM,"North Indian, Biryani",500.0,3.2,gen_8771,True,,2026-05-15T17:50:27,low
Ustaad Biryani,HSR,Biryani,500.0,3.2,gen_9054,True,,2026-05-15T17:50:27,low
Abhiruchi Hotel,Bommanahalli,"North Indian, South Indian, Chinese",500.0,3.2,gen_9185,True,,2026-05-15T17:50:27,low
Midnight Hunger Solutions 24/7,Koramangala 5th Block,"North Indian, Mughlai, Chinese",500.0,3.2,gen_9866,True,,2026-05-15T17:50:27,low
Me And My Cake,Bommanahalli,"Bakery, Desserts",500.0,3.2,gen_10363,True,,2026-05-15T17:50:27,low
This Cafe Has No Name Cafe,Electronic City,"Cafe, Beverages",500.0,3.2,gen_13392,True,,2026-05-15T17:50:27,low
Fresh 'N' Grills,Electronic City,"Sandwich, Salad, North Indian, Chinese",500.0,3.2,gen_13432,True,,2026-05-15T17:50:27,low
VMS Star Biriyani,Electronic City,"Biryani, North Indian",500.0,3.2,gen_13539,True,,2026-05-15T17:50:27,low
CakeZone,Electronic City,"Bakery, Desserts",500.0,3.2,gen_13997,True,,2026-05-15T17:50:27,low
Shree Ranga Vilas,Electronic City,"North Indian, South Indian, Chinese, Juices",500.0,3.2,gen_14222,True,,2026-05-15T17:50:27,low
Night Fox,Bommanahalli,"South Indian, North Indian, Chinese",500.0,3.2,gen_15860,True,,2026-05-15T17:50:27,low
Zodiac Grills,HSR,"North Indian, Chinese",500.0,3.2,gen_16720,True,,2026-05-15T17:50:27,low
Begum's Biriyani,HSR,"Biryani, North Indian, Chinese",500.0,3.2,gen_17125,True,,2026-05-15T17:50:27,low
Loyal Food,Indiranagar,Continental,500.0,3.2,gen_18116,True,,2026-05-15T17:50:27,low
Meat And Eat,Wilson Garden,"Fast Food, Burger",500.0,3.2,gen_21578,True,,2026-05-15T17:50:27,low
Happiness Bars,JP Nagar,Desserts,500.0,3.2,gen_22685,True,,2026-05-15T17:50:27,low
YumYumDilli,Hennur,North Indian,500.0,3.2,gen_23996,True,,2026-05-15T17:50:27,low
Rasapoorna,Nagawara,"Andhra, Chinese, North Indian",500.0,3.2,gen_24296,True,,2026-05-15T17:50:27,low
The Flavours,Kalyan Nagar,"Kerala, Chinese, Arabian, Biryani",500.0,3.2,gen_24343,True,,2026-05-15T17:50:27,low
Food Star,Kammanahalli,"North Indian, Chinese",500.0,3.2,gen_24868,True,,2026-05-15T17:50:27,low
Sweet Chariot,Banaswadi,"Bakery, Fast Food",500.0,3.2,gen_25507,True,,2026-05-15T17:50:27,low
Navami Kitchen,Banaswadi,"Andhra, North Indian, Chinese, Seafood",500.0,3.2,gen_26204,True,,2026-05-15T17:50:27,low
Big Foody's,Koramangala 8th Block,"North Indian, Chinese, South Indian, Fast Food",500.0,3.2,gen_27966,True,,2026-05-15T17:50:27,low
Tata Cha,Malleshwaram,"Cafe, Tea, North Indian",500.0,3.2,gen_39442,True,,2026-05-15T17:50:27,low
The Biryani Culture,Malleshwaram,North Indian,500.0,3.2,gen_39669,True,,2026-05-15T17:50:27,low
Biriyani Nights,New BEL Road,"Biryani, Kebab, Continental",500.0,3.2,gen_39779,True,,2026-05-15T17:50:27,low
Biryani Bar,Marathahalli,Biryani,500.0,3.2,gen_40592,True,,2026-05-15T17:50:27,low
Chellappa's,Kaggadasapura,"Chettinad, South Indian, North Indian",500.0,3.2,gen_41168,True,,2026-05-15T17:50:27,low
Kalinga Delicacies Restaurant,Brookefield,"North Indian, Bengali, Oriya, Chinese",500.0,3.2,gen_41342,True,,2026-05-15T17:50:27,low
Thalassery Restaurant,Marathahalli,"Kerala, Biryani, South Indian, North Indian, Chinese, Arabian, Beverages",500.0,3.2,gen_41382,True,,2026-05-15T17:50:27,low
Kofabell,Marathahalli,North Indian,500.0,3.2,gen_41695,True,,2026-05-15T17:50:27,low
Hotel Jai Jaganath,Marathahalli,"Chinese, North Indian",500.0,3.2,gen_41898,True,,2026-05-15T17:50:27,low
Mr. Chef,New BEL Road,"North Indian, Chinese, Biryani",500.0,3.2,gen_44339,True,,2026-05-15T17:50:27,low
Kaayal,Jeevan Bhima Nagar,"Kerala, Chinese",500.0,3.2,gen_45144,True,,2026-05-15T17:50:27,low
Meat and eat,Kaggadasapura,"Fast Food, Burger",500.0,3.2,gen_45166,True,,2026-05-15T17:50:27,low
Shree Durga,Old Airport Road,"North Indian, Chinese, Seafood",500.0,3.2,gen_45272,True,,2026-05-15T17:50:27,low
Hotel Halli Nenapu,Rajajinagar,South Indian,500.0,3.2,gen_46238,True,,2026-05-15T17:50:27,low
Online Cake and Flower.com,Whitefield,"Bakery, Desserts",500.0,3.2,gen_50355,True,,2026-05-15T17:50:27,low
Spicy Andhra,Whitefield,"Andhra, Chinese, North Indian",500.0,3.2,gen_50528,True,,2026-05-15T17:50:27,low
Punjabi Tadka,Whitefield,North Indian,500.0,3.2,gen_51268,True,,2026-05-15T17:50:27,low
Cuppa,Jayanagar,"Cafe, Fast Food",550.0,3.2,gen_2530,True,,2026-05-15T17:50:27,low
Spice Garden by Dum Mast Biryani,Bellandur,"North Indian, South Indian, Biryani, Continental",550.0,3.2,gen_4346,True,,2026-05-15T17:50:27,low
Mughals Restaurant,Shivajinagar,"Mughlai, North Indian, Chinese, Biryani, Seafood",550.0,3.2,gen_5708,True,,2026-05-15T17:50:27,low
Asia In A Box,Koramangala 1st Block,"Thai, Asian",550.0,3.2,gen_9695,True,,2026-05-15T17:50:27,low
S.K Green Gardens,Electronic City,"North Indian, Chinese, Seafood, South Indian",550.0,3.2,gen_14238,True,,2026-05-15T17:50:27,low
Oyster Bay,Old Airport Road,North Indian,550.0,3.2,gen_18327,True,,2026-05-15T17:50:27,low
Taza Tawa,Sarjapur Road,"North Indian, Chinese, Kebab, Beverages",550.0,3.2,gen_49443,True,,2026-05-15T17:50:27,low
CAFE NOVA,Banashankari,"Cafe, Bakery",600.0,3.2,gen_26,True,,2026-05-15T17:50:27,medium
Subway,Bannerghatta Road,"Salad, Fast Food",600.0,3.2,gen_985,True,,2026-05-15T17:50:27,medium
Daily Bread,JP Nagar,"Bakery, Fast Food, Italian",600.0,3.2,gen_1724,True,,2026-05-15T17:50:27,medium
Pizza Stop,Sarjapur Road,"Pizza, Italian",600.0,3.2,gen_4099,True,,2026-05-15T17:50:27,medium
Mughal Samraj,Bellandur,Fast Food,600.0,3.2,gen_4365,True,,2026-05-15T17:50:27,medium
Oven Fresh,Bellandur,"Bakery, Fast Food",600.0,3.2,gen_4502,True,,2026-05-15T17:50:27,medium
Smokie Brownie,Brigade Road,Cafe,600.0,3.2,gen_5039,True,,2026-05-15T17:50:27,medium
Chaithanya Andhra Style Family Restaurant,Cunningham Road,"Andhra, North Indian, Chinese",600.0,3.2,gen_5724,True,,2026-05-15T17:50:27,medium
Kabab Ghar,Whitefield,"Biryani, North Indian, Kebab",600.0,3.2,gen_7226,True,,2026-05-15T17:50:27,medium
Night Biryani,BTM,"Biryani, North Indian",600.0,3.2,gen_8921,True,,2026-05-15T17:50:27,medium
Lazeez,Koramangala 5th Block,"North Indian, Mughlai, Biryani",600.0,3.2,gen_9306,True,,2026-05-15T17:50:27,medium
Yum Kitchen,HSR,"North Indian, Chinese",600.0,3.2,gen_9323,True,,2026-05-15T17:50:27,medium
Mesa Deli - Svenska Design Hotel,Electronic City,"North Indian, Italian",600.0,3.2,gen_13684,True,,2026-05-15T17:50:27,medium
Biriyani Bungalow,HSR,"Biryani, North Indian",600.0,3.2,gen_17091,True,,2026-05-15T17:50:27,medium
Pizza Stop,Domlur,"Pizza, Italian",600.0,3.2,gen_17825,True,,2026-05-15T17:50:27,medium
Night Booze,Thippasandra,"North Indian, Fast Food",600.0,3.2,gen_19025,True,,2026-05-15T17:50:27,medium
Momo Rice Noodles,Domlur,"Chinese, Momos",600.0,3.2,gen_19080,True,,2026-05-15T17:50:27,medium
Durbari Restaurant,JP Nagar,"North Indian, Chinese, Mughlai",600.0,3.2,gen_20752,True,,2026-05-15T17:50:27,medium
Adukkala Restaurant,Banaswadi,Kerala,600.0,3.2,gen_23943,True,,2026-05-15T17:50:27,medium
Biryani Hub,Nagawara,"North Indian, South Indian, Biryani",600.0,3.2,gen_24010,True,,2026-05-15T17:50:27,medium
7Biryanis,Nagawara,"Andhra, Biryani",600.0,3.2,gen_24444,True,,2026-05-15T17:50:27,medium
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© S,Koramangala 4th Block,"Cafe, American, European",600.0,3.2,gen_26548,True,,2026-05-15T17:50:27,medium
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© S,Koramangala 4th Block,"Cafe, American, European",600.0,3.2,gen_34178,True,,2026-05-15T17:50:27,medium
Samrat Family Restaurant & Bar,RT Nagar,"North Indian, Andhra, Chinese",600.0,3.2,gen_39774,True,,2026-05-15T17:50:27,medium
The LaLiT Boulangerie - The LaLiT Ashok Bangalore,Seshadripuram,"Bakery, Desserts",600.0,3.2,gen_40062,True,,2026-05-15T17:50:27,medium
Damodar Seth,Marathahalli,"Bengali, Chinese, North Indian",600.0,3.2,gen_40652,True,,2026-05-15T17:50:27,medium
BFC Family Restaurant,Kaggadasapura,"North Indian, Biryani, Chinese, Rolls",600.0,3.2,gen_41257,True,,2026-05-15T17:50:27,medium
Bhagini Icon Boutique Hotel,Indiranagar,"South Indian, North Indian, Continental",600.0,3.2,gen_42730,True,,2026-05-15T17:50:27,medium
Sindhu Family Restaurant,New BEL Road,"North Indian, Chinese, Seafood",600.0,3.2,gen_44259,True,,2026-05-15T17:50:27,medium
Daily Bread,Old Airport Road,"Bakery, Fast Food, Italian",600.0,3.2,gen_45522,True,,2026-05-15T17:50:27,medium
Al Taj Fast Food,Vijay Nagar,"Fast Food, North Indian, South Indian, Chinese",600.0,3.2,gen_46269,True,,2026-05-15T17:50:27,medium
Hyderabad Biryani,Whitefield,"North Indian, Chinese, Biryani",600.0,3.2,gen_50277,True,,2026-05-15T17:50:27,medium
Vijayawada Heights,Whitefield,North Indian,600.0,3.2,gen_50839,True,,2026-05-15T17:50:27,medium
Chef & Dine,Bannerghatta Road,"North Indian, Arabian, Fast Food",650.0,3.2,gen_1440,True,,2026-05-15T17:50:27,medium
Cafe Coffee Day,Koramangala 7th Block,Cafe,650.0,3.2,gen_34776,True,,2026-05-15T17:50:27,medium
Eat Repeat Express,JP Nagar,"North Indian, South Indian, Chinese, Biryani, Mexican",700.0,3.2,gen_1382,True,,2026-05-15T17:50:27,medium
Pepper Crown Restaurant,Bannerghatta Road,"Continental, North Indian, Chinese",700.0,3.2,gen_1462,True,,2026-05-15T17:50:27,medium
Eagle Ridge,Bannerghatta Road,"South Indian, North Indian, Chinese",700.0,3.2,gen_1489,True,,2026-05-15T17:50:27,medium
Eagle Bar & Restaurant,JP Nagar,"North Indian, Chinese",700.0,3.2,gen_2325,True,,2026-05-15T17:50:27,medium
Meenu Oota Da Maane,Brigade Road,"Seafood, Mangalorean, Chinese",700.0,3.2,gen_5482,True,,2026-05-15T17:50:27,medium
Mallige,Race Course Road,"North Indian, South Indian",700.0,3.2,gen_6570,True,,2026-05-15T17:50:27,medium
Dindigul Time Pass Restaurant,HSR,"South Indian, North Indian, Chinese, Biryani",700.0,3.2,gen_8584,True,,2026-05-15T17:50:27,medium
Le Rosa Restaurant,HSR,"North Indian, Mughlai, Biryani",700.0,3.2,gen_10066,True,,2026-05-15T17:50:27,medium
Benzys,BTM,"Arabian, Chinese, Hyderabadi, Kerala",700.0,3.2,gen_10527,True,,2026-05-15T17:50:27,medium
Hotel The Nalanda,Electronic City,"North Indian, South Indian",700.0,3.2,gen_13816,True,,2026-05-15T17:50:27,medium
Sultan's Biryani,HSR,"Biryani, North Indian",700.0,3.2,gen_16155,True,,2026-05-15T17:50:27,medium
The Green House Family Restaurant,Majestic,"North Indian, Chinese, Seafood, Biryani",700.0,3.2,gen_39188,True,,2026-05-15T17:50:27,medium
Pavilion,Majestic,"North Indian, Chinese",700.0,3.2,gen_39229,True,,2026-05-15T17:50:27,medium
Rayalaseema Ruchulu,New BEL Road,"Andhra, North Indian",700.0,3.2,gen_39721,True,,2026-05-15T17:50:27,medium
Opel Lounge,Yeshwantpur,"Finger Food, Chinese, North Indian",700.0,3.2,gen_40393,True,,2026-05-15T17:50:27,medium
A Southern Fair,Whitefield,"Biryani, Seafood, South Indian",750.0,3.2,gen_7520,True,,2026-05-15T17:50:27,medium
Pizza Hut,Electronic City,"Pizza, Fast Food",750.0,3.2,gen_13479,True,,2026-05-15T17:50:27,medium
Pizza Hut,Nagawara,Pizza,750.0,3.2,gen_23934,True,,2026-05-15T17:50:27,medium
Blue Heaven Bar And Restaurant,Majestic,"Chinese, North Indian",750.0,3.2,gen_39214,True,,2026-05-15T17:50:27,medium
New Prashanth Hotel,Basaveshwara Nagar,"South Indian, Biryani, Chinese, North Indian",750.0,3.2,gen_46453,True,,2026-05-15T17:50:27,medium
Singh Saheb Di Rasoi,Bellandur,North Indian,800.0,3.2,gen_4006,True,,2026-05-15T17:50:27,medium
